Year,CityName,Measure,PopulationCount,MeasureId,Short_Question_Text
2017,Los Angeles,Mental health not good for >=14 days among adults aged >=18 Years,3477,MHLTH,Mental Health
2017,Los Angeles,Mental health not good for >=14 days among adults aged >=18 Years,2197,MHLTH,Mental Health
2016,Los Angeles,Sleeping less than 7 hours among adults aged >=18 Years,2347,SLEEP,Sleep <7 hours
2016,Los Angeles,Sleeping less than 7 hours among adults aged >=18 Years,4565,SLEEP,Sleep <7 hours
2017,Los Angeles,Mental health not good for >=14 days among adults aged >=18 Years,2319,MHLTH,Mental Health
2016,Los Angeles,Sleeping less than 7 hours among adults aged >=18 Years,5343,SLEEP,Sleep <7 hours
2016,Los Angeles,Sleeping less than 7 hours among adults aged >=18 Years,3748,SLEEP,Sleep <7 hours
2017,Los Angeles,Mental health not good for >=14 days among adults aged >=18 Years,3709,MHLTH,Mental Health
2016,Los Angeles,Sleeping less than 7 hours among adults aged >=18 Years,3289,SLEEP,Sleep <7 hours
2016,Los Angeles,Sleeping less than 7 hours among adults aged >=18 Years,3237,SLEEP,Sleep <7 hours
2017,Los Angeles,Mental health not good for >=14 days among adults aged >=18 Years,4086,MHLTH,Mental Health
2016,Los Angeles,Sleeping less than 7 hours among adults aged >=18 Years,2216,SLEEP,Sleep <7 hours
2017,Los Angeles,Mental health not good for >=14 days among adults aged >=18 Years,8,MHLTH,Mental Health
2017,Los Angeles,Mental health not good for >=14 days among adults aged >=18 Years,3447,MHLTH,Mental Health
2016,Los Angeles,Sleeping less than 7 hours among adults aged >=18 Years,3648,SLEEP,Sleep <7 hours
2017,Los Angeles,Obesity among adults aged >=18 Years,4362,OBESITY,Obesity
2017,Los Angeles,Obesity among adults aged >=18 Years,4431,OBESITY,Obesity
2017,Los Angeles,Mental health not good for >=14 days among adults aged >=18 Years,3205,MHLTH,Mental Health
2017,Los Angeles,Mental health not good for >=14 days among adults aged >=18 Years,3712,MHLTH,Mental Health
2016,Los Angeles,Sleeping less than 7 hours among adults aged >=18 Years,3903,SLEEP,Sleep <7 hours
2017,Los Angeles,Obesity among adults aged >=18 Years,5210,OBESITY,Obesity
2017,Los Angeles,Mental health not good for >=14 days among adults aged >=18 Years,4967,MHLTH,Mental Health
2016,Los Angeles,Sleeping less than 7 hours among adults aged >=18 Years,3000,SLEEP,Sleep <7 hours
2016,Los Angeles,Sleeping less than 7 hours among adults aged >=18 Years,4234,SLEEP,Sleep <7 hours
2017,Los Angeles,Mental health not good for >=14 days among adults aged >=18 Years,3189,MHLTH,Mental Health
2016,Los Angeles,Sleeping less than 7 hours among adults aged >=18 Years,3083,SLEEP,Sleep <7 hours
2017,Los Angeles,Obesity among adults aged >=18 Years,2867,OBESITY,Obesity
2016,Los Angeles,Sleeping less than 7 hours among adults aged >=18 Years,3375,SLEEP,Sleep <7 hours
2016,Los Angeles,Sleeping less than 7 hours among adults aged >=18 Years,4795,SLEEP,Sleep <7 hours
2017,Los Angeles,Obesity among adults aged >=18 Years,3254,OBESITY,Obesity
2017,Los Angeles,Mental health not good for >=14 days among adults aged >=18 Years,4199,MHLTH,Mental Health
2017,Los Angeles,Obesity among adults aged >=18 Years,2512,OBESITY,Obesity
2016,Los Angeles,Sleeping less than 7 hours among adults aged >=18 Years,4940,SLEEP,Sleep <7 hours
2017,Los Angeles,Obesity among adults aged >=18 Years,3442,OBESITY,Obesity
2017,Los Angeles,Mental health not good for >=14 days among adults aged >=18 Years,3507,MHLTH,Mental Health
2016,Los Angeles,Sleeping less than 7 hours among adults aged >=18 Years,5531,SLEEP,Sleep <7 hours
2016,Los Angeles,Sleeping less than 7 hours among adults aged >=18 Years,4089,SLEEP,Sleep <7 hours
2017,Los Angeles,Mental health not good for >=14 days among adults aged >=18 Years,3770,MHLTH,Mental Health
2017,Los Angeles,Obesity among adults aged >=18 Years,3236,OBESITY,Obesity
2016,Los Angeles,Sleeping less than 7 hours among adults aged >=18 Years,2603,SLEEP,Sleep <7 hours
2017,Los Angeles,Mental health not good for >=14 days among adults aged >=18 Years,3621,MHLTH,Mental Health
2017,Los Angeles,Mental health not good for >=14 days among adults aged >=18 Years,2025,MHLTH,Mental Health
2017,Los Angeles,Obesity among adults aged >=18 Years,3011,OBESITY,Obesity
2016,Los Angeles,Sleeping less than 7 hours among adults aged >=18 Years,4165,SLEEP,Sleep <7 hours
2017,Los Angeles,Mental health not good for >=14 days among adults aged >=18 Years,2834,MHLTH,Mental Health
2017,Los Angeles,Obesity among adults aged >=18 Years,4285,OBESITY,Obesity
2016,Los Angeles,Sleeping less than 7 hours among adults aged >=18 Years,3707,SLEEP,Sleep <7 hours
2017,Los Angeles,Mental health not good for >=14 days among adults aged >=18 Years,4021,MHLTH,Mental Health
2017,Los Angeles,Mental health not good for >=14 days among adults aged >=18 Years,2791,MHLTH,Mental Health
2017,Los Angeles,Obesity among adults aged >=18 Years,2692,OBESITY,Obesity
2016,Los Angeles,Sleeping less than 7 hours among adults aged >=18 Years,2936,SLEEP,Sleep <7 hours
2017,Los Angeles,Mental health not good for >=14 days among adults aged >=18 Years,4270,MHLTH,Mental Health
2016,Los Angeles,Sleeping less than 7 hours among adults aged >=18 Years,3664,SLEEP,Sleep <7 hours
2016,Los Angeles,Sleeping less than 7 hours among adults aged >=18 Years,5691,SLEEP,Sleep <7 hours
2016,Los Angeles,Sleeping less than 7 hours among adults aged >=18 Years,5639,SLEEP,Sleep <7 hours
2017,Los Angeles,Mental health not good for >=14 days among adults aged >=18 Years,3567,MHLTH,Mental Health
2016,Los Angeles,Sleeping less than 7 hours among adults aged >=18 Years,3621,SLEEP,Sleep <7 hours
2016,Los Angeles,Sleeping less than 7 hours among adults aged >=18 Years,3887,SLEEP,Sleep <7 hours
2017,Los Angeles,Obesity among adults aged >=18 Years,7560,OBESITY,Obesity
2017,Los Angeles,Obesity among adults aged >=18 Years,2853,OBESITY,Obesity
2017,Los Angeles,Obesity among adults aged >=18 Years,6192,OBESITY,Obesity
2016,Los Angeles,Sleeping less than 7 hours among adults aged >=18 Years,2222,SLEEP,Sleep <7 hours
2017,Los Angeles,Mental health not good for >=14 days among adults aged >=18 Years,3905,MHLTH,Mental Health
2016,Los Angeles,Sleeping less than 7 hours among adults aged >=18 Years,2189,SLEEP,Sleep <7 hours
2017,Los Angeles,Mental health not good for >=14 days among adults aged >=18 Years,4157,MHLTH,Mental Health
2017,Los Angeles,Mental health not good for >=14 days among adults aged >=18 Years,4521,MHLTH,Mental Health
2017,Los Angeles,Obesity among adults aged >=18 Years,2936,OBESITY,Obesity
2016,Los Angeles,Sleeping less than 7 hours among adults aged >=18 Years,5194,SLEEP,Sleep <7 hours
2017,Los Angeles,Obesity among adults aged >=18 Years,3323,OBESITY,Obesity
2017,Los Angeles,Mental health not good for >=14 days among adults aged >=18 Years,3252,MHLTH,Mental Health
2016,Los Angeles,Sleeping less than 7 hours among adults aged >=18 Years,3085,SLEEP,Sleep <7 hours
2016,Los Angeles,Sleeping less than 7 hours among adults aged >=18 Years,3823,SLEEP,Sleep <7 hours
2016,Los Angeles,Sleeping less than 7 hours among adults aged >=18 Years,3019,SLEEP,Sleep <7 hours
2017,Los Angeles,Obesity among adults aged >=18 Years,5850,OBESITY,Obesity
2017,Los Angeles,Obesity among adults aged >=18 Years,4306,OBESITY,Obesity
2016,Los Angeles,Sleeping less than 7 hours among adults aged >=18 Years,3558,SLEEP,Sleep <7 hours
2016,Los Angeles,Sleeping less than 7 hours among adults aged >=18 Years,4787,SLEEP,Sleep <7 hours
2017,Los Angeles,Obesity among adults aged >=18 Years,2818,OBESITY,Obesity
2017,Los Angeles,Mental health not good for >=14 days among adults aged >=18 Years,3927,MHLTH,Mental Health
2017,Los Angeles,Mental health not good for >=14 days among adults aged >=18 Years,4358,MHLTH,Mental Health
2017,Los Angeles,Obesity among adults aged >=18 Years,2277,OBESITY,Obesity
2016,Los Angeles,Sleeping less than 7 hours among adults aged >=18 Years,3061,SLEEP,Sleep <7 hours
2017,Los Angeles,Obesity among adults aged >=18 Years,10,OBESITY,Obesity
2017,Los Angeles,Obesity among adults aged >=18 Years,2543,OBESITY,Obesity
2017,Los Angeles,Mental health not good for >=14 days among adults aged >=18 Years,3378,MHLTH,Mental Health
2016,Los Angeles,Sleeping less than 7 hours among adults aged >=18 Years,2210,SLEEP,Sleep <7 hours
2016,Los Angeles,Sleeping less than 7 hours among adults aged >=18 Years,2474,SLEEP,Sleep <7 hours
2017,Los Angeles,Obesity among adults aged >=18 Years,164,OBESITY,Obesity
2017,Los Angeles,Mental health not good for >=14 days among adults aged >=18 Years,4906,MHLTH,Mental Health
2017,Los Angeles,Obesity among adults aged >=18 Years,4758,OBESITY,Obesity
2017,Los Angeles,Obesity among adults aged >=18 Years,3011,OBESITY,Obesity
2017,Los Angeles,Obesity among adults aged >=18 Years,2887,OBESITY,Obesity
2017,Los Angeles,Obesity among adults aged >=18 Years,4769,OBESITY,Obesity
2016,Los Angeles,Sleeping less than 7 hours among adults aged >=18 Years,4074,SLEEP,Sleep <7 hours
2016,Los Angeles,Sleeping less than 7 hours among adults aged >=18 Years,3004,SLEEP,Sleep <7 hours
2017,Los Angeles,Mental health not good for >=14 days among adults aged >=18 Years,3019,MHLTH,Mental Health
2016,Los Angeles,Sleeping less than 7 hours among adults aged >=18 Years,3851,SLEEP,Sleep <7 hours
2017,Los Angeles,Mental health not good for >=14 days among adults aged >=18 Years,5850,MHLTH,Mental Health
2017,Los Angeles,Obesity among adults aged >=18 Years,2718,OBESITY,Obesity
2017,Los Angeles,Obesity among adults aged >=18 Years,4273,OBESITY,Obesity
2017,Los Angeles,Mental health not good for >=14 days among adults aged >=18 Years,3417,MHLTH,Mental Health
2017,Los Angeles,Obesity among adults aged >=18 Years,5504,OBESITY,Obesity
2016,Los Angeles,Sleeping less than 7 hours among adults aged >=18 Years,3513,SLEEP,Sleep <7 hours
2017,Los Angeles,Obesity among adults aged >=18 Years,4089,OBESITY,Obesity
2017,Los Angeles,Obesity among adults aged >=18 Years,2873,OBESITY,Obesity
2016,Los Angeles,Sleeping less than 7 hours among adults aged >=18 Years,2869,SLEEP,Sleep <7 hours
2017,Los Angeles,Obesity among adults aged >=18 Years,3612,OBESITY,Obesity
2016,Los Angeles,Sleeping less than 7 hours among adults aged >=18 Years,5396,SLEEP,Sleep <7 hours
2017,Los Angeles,Obesity among adults aged >=18 Years,3442,OBESITY,Obesity
2016,Los Angeles,Sleeping less than 7 hours among adults aged >=18 Years,3372,SLEEP,Sleep <7 hours
2017,Los Angeles,Mental health not good for >=14 days among adults aged >=18 Years,5207,MHLTH,Mental Health
2017,Los Angeles,Mental health not good for >=14 days among adults aged >=18 Years,5345,MHLTH,Mental Health
2016,Los Angeles,Sleeping less than 7 hours among adults aged >=18 Years,3636,SLEEP,Sleep <7 hours
2017,Los Angeles,Obesity among adults aged >=18 Years,2805,OBESITY,Obesity
2017,Los Angeles,Obesity among adults aged >=18 Years,5108,OBESITY,Obesity
2017,Los Angeles,Mental health not good for >=14 days among adults aged >=18 Years,3386,MHLTH,Mental Health
2016,Los Angeles,Sleeping less than 7 hours among adults aged >=18 Years,4359,SLEEP,Sleep <7 hours
2017,Los Angeles,Obesity among adults aged >=18 Years,4626,OBESITY,Obesity
2017,Los Angeles,Obesity among adults aged >=18 Years,4687,OBESITY,Obesity
2017,Los Angeles,Obesity among adults aged >=18 Years,5531,OBESITY,Obesity
2016,Los Angeles,Sleeping less than 7 hours among adults aged >=18 Years,4931,SLEEP,Sleep <7 hours
2016,Los Angeles,Sleeping less than 7 hours among adults aged >=18 Years,4844,SLEEP,Sleep <7 hours
2016,Los Angeles,Sleeping less than 7 hours among adults aged >=18 Years,5494,SLEEP,Sleep <7 hours
2017,Los Angeles,Mental health not good for >=14 days among adults aged >=18 Years,2519,MHLTH,Mental Health
2017,Los Angeles,Mental health not good for >=14 days among adults aged >=18 Years,3365,MHLTH,Mental Health
2017,Los Angeles,Obesity among adults aged >=18 Years,1939,OBESITY,Obesity
2017,Los Angeles,Obesity among adults aged >=18 Years,2767,OBESITY,Obesity
2016,Los Angeles,Sleeping less than 7 hours among adults aged >=18 Years,3942,SLEEP,Sleep <7 hours
2016,Los Angeles,Sleeping less than 7 hours among adults aged >=18 Years,186,SLEEP,Sleep <7 hours
2016,Los Angeles,Sleeping less than 7 hours among adults aged >=18 Years,5175,SLEEP,Sleep <7 hours
2017,Los Angeles,Obesity among adults aged >=18 Years,2785,OBESITY,Obesity
2017,Los Angeles,Obesity among adults aged >=18 Years,4309,OBESITY,Obesity
2017,Los Angeles,Mental health not good for >=14 days among adults aged >=18 Years,4688,MHLTH,Mental Health
2017,Los Angeles,Obesity among adults aged >=18 Years,5055,OBESITY,Obesity
2017,Los Angeles,Mental health not good for >=14 days among adults aged >=18 Years,4951,MHLTH,Mental Health
2017,Los Angeles,Mental health not good for >=14 days among adults aged >=18 Years,3454,MHLTH,Mental Health
2017,Los Angeles,Mental health not good for >=14 days among adults aged >=18 Years,2884,MHLTH,Mental Health
2017,Los Angeles,Obesity among adults aged >=18 Years,2819,OBESITY,Obesity
2016,Los Angeles,Sleeping less than 7 hours among adults aged >=18 Years,5543,SLEEP,Sleep <7 hours
2017,Los Angeles,Obesity among adults aged >=18 Years,3770,OBESITY,Obesity
2017,Los Angeles,Obesity among adults aged >=18 Years,2376,OBESITY,Obesity
2016,Los Angeles,Sleeping less than 7 hours among adults aged >=18 Years,4921,SLEEP,Sleep <7 hours
2017,Los Angeles,Obesity among adults aged >=18 Years,5859,OBESITY,Obesity
2017,Los Angeles,Obesity among adults aged >=18 Years,3748,OBESITY,Obesity
2017,Los Angeles,Obesity among adults aged >=18 Years,3019,OBESITY,Obesity
2017,Los Angeles,Obesity among adults aged >=18 Years,2216,OBESITY,Obesity
2017,Los Angeles,Obesity among adults aged >=18 Years,4679,OBESITY,Obesity
2017,Los Angeles,Obesity among adults aged >=18 Years,3203,OBESITY,Obesity
2017,Los Angeles,Mental health not good for >=14 days among adults aged >=18 Years,3766,MHLTH,Mental Health
2017,Los Angeles,Mental health not good for >=14 days among adults aged >=18 Years,4580,MHLTH,Mental Health
2017,Los Angeles,Obesity among adults aged >=18 Years,2932,OBESITY,Obesity
2016,Los Angeles,Sleeping less than 7 hours among adults aged >=18 Years,3680,SLEEP,Sleep <7 hours
2017,Los Angeles,Obesity among adults aged >=18 Years,3926,OBESITY,Obesity
2017,Los Angeles,Obesity among adults aged >=18 Years,186,OBESITY,Obesity
2017,Los Angeles,Obesity among adults aged >=18 Years,2938,OBESITY,Obesity
2016,Los Angeles,Sleeping less than 7 hours among adults aged >=18 Years,4906,SLEEP,Sleep <7 hours
2017,Los Angeles,Mental health not good for >=14 days among adults aged >=18 Years,2725,MHLTH,Mental Health
2017,Los Angeles,Mental health not good for >=14 days among adults aged >=18 Years,4341,MHLTH,Mental Health
2016,Los Angeles,Sleeping less than 7 hours among adults aged >=18 Years,4320,SLEEP,Sleep <7 hours
2016,Los Angeles,Sleeping less than 7 hours among adults aged >=18 Years,3770,SLEEP,Sleep <7 hours
2017,Los Angeles,Obesity among adults aged >=18 Years,2146,OBESITY,Obesity
2016,Los Angeles,Sleeping less than 7 hours among adults aged >=18 Years,2620,SLEEP,Sleep <7 hours
2017,Los Angeles,Obesity among adults aged >=18 Years,2645,OBESITY,Obesity
2017,Los Angeles,Obesity among adults aged >=18 Years,2943,OBESITY,Obesity
2016,Los Angeles,Sleeping less than 7 hours among adults aged >=18 Years,3507,SLEEP,Sleep <7 hours
2017,Los Angeles,Obesity among adults aged >=18 Years,5446,OBESITY,Obesity
2017,Los Angeles,Obesity among adults aged >=18 Years,4422,OBESITY,Obesity
2017,Los Angeles,Obesity among adults aged >=18 Years,2422,OBESITY,Obesity
2016,Los Angeles,Sleeping less than 7 hours among adults aged >=18 Years,3423,SLEEP,Sleep <7 hours
2016,Los Angeles,Sleeping less than 7 hours among adults aged >=18 Years,3982,SLEEP,Sleep <7 hours
2016,Los Angeles,Sleeping less than 7 hours among adults aged >=18 Years,5968,SLEEP,Sleep <7 hours
2016,Los Angeles,Sleeping less than 7 hours among adults aged >=18 Years,4645,SLEEP,Sleep <7 hours
2017,Los Angeles,Mental health not good for >=14 days among adults aged >=18 Years,3158,MHLTH,Mental Health
2017,Los Angeles,Obesity among adults aged >=18 Years,3332,OBESITY,Obesity
2017,Los Angeles,Mental health not good for >=14 days among adults aged >=18 Years,4074,MHLTH,Mental Health
2016,Los Angeles,Sleeping less than 7 hours among adults aged >=18 Years,4675,SLEEP,Sleep <7 hours
2017,Los Angeles,Obesity among adults aged >=18 Years,4906,OBESITY,Obesity
2017,Los Angeles,Mental health not good for >=14 days among adults aged >=18 Years,4460,MHLTH,Mental Health
2017,Los Angeles,Obesity among adults aged >=18 Years,4261,OBESITY,Obesity
2016,Los Angeles,Sleeping less than 7 hours among adults aged >=18 Years,4235,SLEEP,Sleep <7 hours
2017,Los Angeles,Obesity among adults aged >=18 Years,3083,OBESITY,Obesity
2016,Los Angeles,Sleeping less than 7 hours among adults aged >=18 Years,3761,SLEEP,Sleep <7 hours
2017,Los Angeles,Obesity among adults aged >=18 Years,6273,OBESITY,Obesity
2017,Los Angeles,Mental health not good for >=14 days among adults aged >=18 Years,3096,MHLTH,Mental Health
2016,Los Angeles,Sleeping less than 7 hours among adults aged >=18 Years,3960,SLEEP,Sleep <7 hours
2017,Los Angeles,Obesity among adults aged >=18 Years,3458,OBESITY,Obesity
2017,Los Angeles,Obesity among adults aged >=18 Years,5335,OBESITY,Obesity
2017,Los Angeles,Obesity among adults aged >=18 Years,3077,OBESITY,Obesity
2016,Los Angeles,Sleeping less than 7 hours among adults aged >=18 Years,2721,SLEEP,Sleep <7 hours
2017,Los Angeles,Mental health not good for >=14 days among adults aged >=18 Years,2679,MHLTH,Mental Health
2017,Los Angeles,Mental health not good for >=14 days among adults aged >=18 Years,6494,MHLTH,Mental Health
2017,Los Angeles,Obesity among adults aged >=18 Years,5881,OBESITY,Obesity
2017,Los Angeles,Obesity among adults aged >=18 Years,5592,OBESITY,Obesity
2016,Los Angeles,Sleeping less than 7 hours among adults aged >=18 Years,4227,SLEEP,Sleep <7 hours
2017,Los Angeles,Mental health not good for >=14 days among adults aged >=18 Years,5021,MHLTH,Mental Health
2017,Los Angeles,Mental health not good for >=14 days among adults aged >=18 Years,3081,MHLTH,Mental Health
2016,Los Angeles,Sleeping less than 7 hours among adults aged >=18 Years,3126,SLEEP,Sleep <7 hours
2017,Los Angeles,Mental health not good for >=14 days among adults aged >=18 Years,4932,MHLTH,Mental Health
2017,Los Angeles,Mental health not good for >=14 days among adults aged >=18 Years,3000,MHLTH,Mental Health
2017,Los Angeles,Obesity among adults aged >=18 Years,4493,OBESITY,Obesity
2016,Los Angeles,Sleeping less than 7 hours among adults aged >=18 Years,2766,SLEEP,Sleep <7 hours
2016,Los Angeles,Sleeping less than 7 hours among adults aged >=18 Years,4828,SLEEP,Sleep <7 hours
2017,Los Angeles,Mental health not good for >=14 days among adults aged >=18 Years,5273,MHLTH,Mental Health
2017,Los Angeles,Obesity among adults aged >=18 Years,4219,OBESITY,Obesity
2016,Los Angeles,Sleeping less than 7 hours among adults aged >=18 Years,4694,SLEEP,Sleep <7 hours
2017,Los Angeles,Mental health not good for >=14 days among adults aged >=18 Years,239,MHLTH,Mental Health
2016,Los Angeles,Sleeping less than 7 hours among adults aged >=18 Years,4255,SLEEP,Sleep <7 hours
2017,Los Angeles,Mental health not good for >=14 days among adults aged >=18 Years,3083,MHLTH,Mental Health
2017,Los Angeles,Obesity among adults aged >=18 Years,4633,OBESITY,Obesity
2017,Los Angeles,Mental health not good for >=14 days among adults aged >=18 Years,4389,MHLTH,Mental Health
2016,Los Angeles,Sleeping less than 7 hours among adults aged >=18 Years,2260,SLEEP,Sleep <7 hours
2017,Los Angeles,Obesity among adults aged >=18 Years,2658,OBESITY,Obesity
2017,Los Angeles,Obesity among adults aged >=18 Years,3256,OBESITY,Obesity
2017,Los Angeles,Obesity among adults aged >=18 Years,2865,OBESITY,Obesity
2016,Los Angeles,Sleeping less than 7 hours among adults aged >=18 Years,3091,SLEEP,Sleep <7 hours
2017,Los Angeles,Mental health not good for >=14 days among adults aged >=18 Years,2851,MHLTH,Mental Health
2017,Los Angeles,Mental health not good for >=14 days among adults aged >=18 Years,2077,MHLTH,Mental Health
2017,Los Angeles,Obesity among adults aged >=18 Years,4259,OBESITY,Obesity
2016,Los Angeles,Sleeping less than 7 hours among adults aged >=18 Years,2917,SLEEP,Sleep <7 hours
2017,Los Angeles,Mental health not good for >=14 days among adults aged >=18 Years,2773,MHLTH,Mental Health
2017,Los Angeles,Mental health not good for >=14 days among adults aged >=18 Years,4971,MHLTH,Mental Health
2016,Los Angeles,Sleeping less than 7 hours among adults aged >=18 Years,5103,SLEEP,Sleep <7 hours
2017,Los Angeles,Obesity among adults aged >=18 Years,3425,OBESITY,Obesity
2016,Los Angeles,Sleeping less than 7 hours among adults aged >=18 Years,3259,SLEEP,Sleep <7 hours
2017,Los Angeles,Obesity among adults aged >=18 Years,4506,OBESITY,Obesity
2016,Los Angeles,Sleeping less than 7 hours among adults aged >=18 Years,2274,SLEEP,Sleep <7 hours
2016,Los Angeles,Sleeping less than 7 hours among adults aged >=18 Years,2812,SLEEP,Sleep <7 hours
2016,Los Angeles,Sleeping less than 7 hours among adults aged >=18 Years,4114,SLEEP,Sleep <7 hours
2017,Los Angeles,Obesity among adults aged >=18 Years,4316,OBESITY,Obesity
2016,Los Angeles,Sleeping less than 7 hours among adults aged >=18 Years,2608,SLEEP,Sleep <7 hours
2017,Los Angeles,Obesity among adults aged >=18 Years,3386,OBESITY,Obesity
2017,Los Angeles,Obesity among adults aged >=18 Years,2820,OBESITY,Obesity
2016,Los Angeles,Sleeping less than 7 hours among adults aged >=18 Years,3287,SLEEP,Sleep <7 hours
2017,Los Angeles,Obesity among adults aged >=18 Years,4100,OBESITY,Obesity
2016,Los Angeles,Sleeping less than 7 hours among adults aged >=18 Years,4389,SLEEP,Sleep <7 hours
2017,Los Angeles,Obesity among adults aged >=18 Years,3954,OBESITY,Obesity
2016,Los Angeles,Sleeping less than 7 hours among adults aged >=18 Years,2683,SLEEP,Sleep <7 hours
2017,Los Angeles,Mental health not good for >=14 days among adults aged >=18 Years,3425,MHLTH,Mental Health
2017,Los Angeles,Obesity among adults aged >=18 Years,5021,OBESITY,Obesity
2017,Los Angeles,Mental health not good for >=14 days among adults aged >=18 Years,3089,MHLTH,Mental Health
2017,Los Angeles,Mental health not good for >=14 days among adults aged >=18 Years,5551,MHLTH,Mental Health
2016,Los Angeles,Sleeping less than 7 hours among adults aged >=18 Years,3340,SLEEP,Sleep <7 hours
2017,Los Angeles,Obesity among adults aged >=18 Years,3243,OBESITY,Obesity
2016,Los Angeles,Sleeping less than 7 hours among adults aged >=18 Years,4796,SLEEP,Sleep <7 hours
2016,Los Angeles,Sleeping less than 7 hours among adults aged >=18 Years,3887,SLEEP,Sleep <7 hours
2017,Los Angeles,Mental health not good for >=14 days among adults aged >=18 Years,3770,MHLTH,Mental Health
2016,Los Angeles,Sleeping less than 7 hours among adults aged >=18 Years,5557,SLEEP,Sleep <7 hours
2017,Los Angeles,Obesity among adults aged >=18 Years,3732,OBESITY,Obesity
2017,Los Angeles,Obesity among adults aged >=18 Years,6108,OBESITY,Obesity
2017,Los Angeles,Mental health not good for >=14 days among adults aged >=18 Years,3954,MHLTH,Mental Health
2017,Los Angeles,Mental health not good for >=14 days among adults aged >=18 Years,3705,MHLTH,Mental Health
2017,Los Angeles,Mental health not good for >=14 days among adults aged >=18 Years,3579,MHLTH,Mental Health
2016,Los Angeles,Sleeping less than 7 hours among adults aged >=18 Years,3579,SLEEP,Sleep <7 hours
2017,Los Angeles,Obesity among adults aged >=18 Years,2899,OBESITY,Obesity
2016,Los Angeles,Sleeping less than 7 hours among adults aged >=18 Years,4418,SLEEP,Sleep <7 hours
2016,Los Angeles,Sleeping less than 7 hours among adults aged >=18 Years,3967,SLEEP,Sleep <7 hours
2017,Los Angeles,Obesity among adults aged >=18 Years,6742,OBESITY,Obesity
2017,Los Angeles,Mental health not good for >=14 days among adults aged >=18 Years,4452,MHLTH,Mental Health
2017,Los Angeles,Obesity among adults aged >=18 Years,5345,OBESITY,Obesity
2017,Los Angeles,Mental health not good for >=14 days among adults aged >=18 Years,4098,MHLTH,Mental Health
2016,Los Angeles,Sleeping less than 7 hours among adults aged >=18 Years,3873,SLEEP,Sleep <7 hours
2017,Los Angeles,Mental health not good for >=14 days among adults aged >=18 Years,3902,MHLTH,Mental Health
2016,Los Angeles,Sleeping less than 7 hours among adults aged >=18 Years,2645,SLEEP,Sleep <7 hours
2017,Los Angeles,Obesity among adults aged >=18 Years,6437,OBESITY,Obesity
2017,Los Angeles,Mental health not good for >=14 days among adults aged >=18 Years,3087,MHLTH,Mental Health
2017,Los Angeles,Obesity among adults aged >=18 Years,3498,OBESITY,Obesity
2017,Los Angeles,Mental health not good for >=14 days among adults aged >=18 Years,3877,MHLTH,Mental Health
2016,Los Angeles,Sleeping less than 7 hours among adults aged >=18 Years,4273,SLEEP,Sleep <7 hours
2016,Los Angeles,Sleeping less than 7 hours among adults aged >=18 Years,4839,SLEEP,Sleep <7 hours
2017,Los Angeles,Obesity among adults aged >=18 Years,2573,OBESITY,Obesity
2016,Los Angeles,Sleeping less than 7 hours among adults aged >=18 Years,2601,SLEEP,Sleep <7 hours
2016,Los Angeles,Sleeping less than 7 hours among adults aged >=18 Years,3191,SLEEP,Sleep <7 hours
2017,Los Angeles,Mental health not good for >=14 days among adults aged >=18 Years,4234,MHLTH,Mental Health
2017,Los Angeles,Obesity among adults aged >=18 Years,4951,OBESITY,Obesity
2017,Los Angeles,Mental health not good for >=14 days among adults aged >=18 Years,3191,MHLTH,Mental Health
2016,Los Angeles,Sleeping less than 7 hours among adults aged >=18 Years,3612,SLEEP,Sleep <7 hours
2017,Los Angeles,Mental health not good for >=14 days among adults aged >=18 Years,4523,MHLTH,Mental Health
2016,Los Angeles,Sleeping less than 7 hours among adults aged >=18 Years,1974,SLEEP,Sleep <7 hours
2017,Los Angeles,Obesity among adults aged >=18 Years,3372,OBESITY,Obesity
2016,Los Angeles,Sleeping less than 7 hours among adults aged >=18 Years,6170,SLEEP,Sleep <7 hours
2016,Los Angeles,Sleeping less than 7 hours among adults aged >=18 Years,3158,SLEEP,Sleep <7 hours
2017,Los Angeles,Obesity among adults aged >=18 Years,3695,OBESITY,Obesity
2017,Los Angeles,Mental health not good for >=14 days among adults aged >=18 Years,4856,MHLTH,Mental Health
2017,Los Angeles,Obesity among adults aged >=18 Years,33,OBESITY,Obesity
2016,Los Angeles,Sleeping less than 7 hours among adults aged >=18 Years,2873,SLEEP,Sleep <7 hours
2016,Los Angeles,Sleeping less than 7 hours among adults aged >=18 Years,3307,SLEEP,Sleep <7 hours
2017,Los Angeles,Obesity among adults aged >=18 Years,3728,OBESITY,Obesity
2017,Los Angeles,Obesity among adults aged >=18 Years,4714,OBESITY,Obesity
2017,Los Angeles,Obesity among adults aged >=18 Years,4045,OBESITY,Obesity
2017,Los Angeles,Obesity among adults aged >=18 Years,4481,OBESITY,Obesity
2017,Los Angeles,Mental health not good for >=14 days among adults aged >=18 Years,5383,MHLTH,Mental Health
2016,Los Angeles,Sleeping less than 7 hours among adults aged >=18 Years,4911,SLEEP,Sleep <7 hours
2016,Los Angeles,Sleeping less than 7 hours among adults aged >=18 Years,4457,SLEEP,Sleep <7 hours
2017,Los Angeles,Obesity among adults aged >=18 Years,4082,OBESITY,Obesity
2017,Los Angeles,Obesity among adults aged >=18 Years,6554,OBESITY,Obesity
